timestamp,session_id,episode,task_id,parsed_intent,action_taken,internal_reward,user_feedback,total_reward,confidence_score,suggested_correct_action,action_success,state_representation,q_values,next_best_actions
2025-09-25T12:40:58.939290,20250925_124056,0,TASK_20250925_124058_6276,max_volume,lock_screen,1.0,,1.0,0.0,,True,"{""state"": ""intent_max_volume"", ""context"": null}",,"[{""action"": ""check_memory_usage"", ""q_value"": 0.0}, {""action"": ""open_calculator"", ""q_value"": 0.0}]"
2025-09-25T12:40:58.944716,20250925_124056,0,TASK_20250925_124058_6276,feedback_update,feedback_👍,0.0,👍,0.5,0.0,,True,"{""feedback_for_state"": ""intent_max_volume""}","{""lock_screen"": 0.15000000000000002}",
2025-09-25T12:40:59.498015,20250925_124056,1,TASK_20250925_124059_2315,volume_down,clear_browser_data,1.0,,1.0,0.0,,True,"{""state"": ""intent_volume_down"", ""context"": null}",,"[{""action"": ""open_file_browser"", ""q_value"": 0.0}, {""action"": ""switch_window"", ""q_value"": 0.0}]"
2025-09-25T12:40:59.502448,20250925_124056,1,TASK_20250925_124059_2315,feedback_update,feedback_👍,0.0,👍,0.5,0.0,,True,"{""feedback_for_state"": ""intent_volume_down""}","{""clear_browser_data"": 0.15000000000000002}",
2025-09-25T12:41:00.013315,20250925_124056,1,TASK_20250925_124100_1648,open_file,min_volume,1.0,,1.0,0.0,,True,"{""state"": ""intent_open_file"", ""context"": null}",,"[{""action"": ""snap_window_right"", ""q_value"": 0.0}, {""action"": ""search_online"", ""q_value"": 0.0}]"
2025-09-25T12:41:00.018225,20250925_124056,1,TASK_20250925_124100_1648,feedback_update,feedback_👍,0.0,👍,0.5,0.0,,True,"{""feedback_for_state"": ""intent_open_file""}","{""min_volume"": 0.15000000000000002}",
2025-09-25T12:41:00.683275,20250925_124056,1,TASK_20250925_124100_1706,check_cpu_usage,open_text_editor,1.0,,1.0,0.0,,True,"{""state"": ""intent_check_cpu_usage"", ""context"": null}",,"[{""action"": ""enable_firewall"", ""q_value"": 0.0}, {""action"": ""snap_window_right"", ""q_value"": 0.0}]"
2025-09-25T12:41:00.688294,20250925_124056,1,TASK_20250925_124100_1706,feedback_update,feedback_👎,0.0,👎,-0.5,0.0,,True,"{""feedback_for_state"": ""intent_check_cpu_usage""}","{""open_text_editor"": 0.05}",
2025-09-25T12:41:01.206847,20250925_124056,1,TASK_20250925_124101_9539,open_browser,clear_browser_data,1.0,,1.0,0.0,,True,"{""state"": ""intent_open_browser"", ""context"": null}",,"[{""action"": ""open_calendar"", ""q_value"": 0.0}, {""action"": ""open_calculator"", ""q_value"": 0.0}]"
2025-09-25T12:41:01.211579,20250925_124056,1,TASK_20250925_124101_9539,feedback_update,feedback_👎,0.0,👎,-0.5,0.0,,True,"{""feedback_for_state"": ""intent_open_browser""}","{""clear_browser_data"": 0.05}",
2025-09-25T12:41:01.746685,20250925_124056,1,TASK_20250925_124101_1564,open_notepad,clear_browser_data,1.0,,1.0,0.0,,True,"{""state"": ""intent_open_notepad"", ""context"": null}",,"[{""action"": ""open_settings"", ""q_value"": 0.0}, {""action"": ""start_timer"", ""q_value"": 0.0}]"
2025-09-25T12:41:01.770316,20250925_124056,1,TASK_20250925_124101_1564,feedback_update,feedback_👎,0.0,👎,-0.5,0.0,,True,"{""feedback_for_state"": ""intent_open_notepad""}","{""clear_browser_data"": 0.05}",
2025-09-25T12:41:02.642401,20250925_124056,2,TASK_20250925_124102_9196,minimize_all_windows,open_text_editor,1.0,,1.0,0.0,,True,"{""state"": ""intent_minimize_all_windows"", ""context"": null}",,"[{""action"": ""open_calendar"", ""q_value"": 0.0}, {""action"": ""switch_window"", ""q_value"": 0.0}]"
2025-09-25T12:41:02.660741,20250925_124056,2,TASK_20250925_124102_9196,feedback_update,feedback_👎,0.0,👎,-0.5,0.0,,True,"{""feedback_for_state"": ""intent_minimize_all_windows""}","{""open_text_editor"": 0.05}",
2025-09-25T12:41:03.174981,20250925_124056,2,TASK_20250925_124103_7154,minimize_all_windows,close_all_windows,1.0,,1.0,0.35,,True,"{""state"": ""intent_minimize_all_windows"", ""context"": null}","{""open_text_editor"": 0.05}","[{""action"": ""open_text_editor"", ""q_value"": 0.05}, {""action"": ""open_file_browser"", ""q_value"": 0.0}]"
2025-09-25T12:41:03.192646,20250925_124056,2,TASK_20250925_124103_7154,feedback_update,feedback_👎,0.0,👎,-0.5,0.35,,True,"{""feedback_for_state"": ""intent_minimize_all_windows""}","{""open_text_editor"": 0.05, ""close_all_windows"": 0.05}",
2025-09-25T12:41:03.728535,20250925_124056,2,TASK_20250925_124103_8332,check_network_status,open_settings,1.0,,1.0,0.0,,True,"{""state"": ""intent_check_network_status"", ""context"": null}",,"[{""action"": ""open_browser"", ""q_value"": 0.0}, {""action"": ""close_all_windows"", ""q_value"": 0.0}]"
2025-09-25T12:41:03.737594,20250925_124056,2,TASK_20250925_124103_8332,feedback_update,feedback_👎,0.0,👎,-0.5,0.0,,True,"{""feedback_for_state"": ""intent_check_network_status""}","{""open_settings"": 0.05}",
2025-09-25T12:41:04.291522,20250925_124056,2,TASK_20250925_124104_5461,open_settings,show_running_processes,1.0,,1.0,0.0,,True,"{""state"": ""intent_open_settings"", ""context"": null}",,"[{""action"": ""open_calendar"", ""q_value"": 0.0}, {""action"": ""open_file_browser"", ""q_value"": 0.0}]"
2025-09-25T12:41:04.306198,20250925_124056,2,TASK_20250925_124104_5461,feedback_update,feedback_👎,0.0,👎,-0.5,0.0,,True,"{""feedback_for_state"": ""intent_open_settings""}","{""show_running_processes"": 0.05}",
2025-09-25T12:41:04.835449,20250925_124056,2,TASK_20250925_124104_1619,toggle_audio,open_photo_viewer,1.0,,1.0,0.0,,True,"{""state"": ""intent_toggle_audio"", ""context"": null}",,"[{""action"": ""check_memory_usage"", ""q_value"": 0.0}, {""action"": ""open_documents_folder"", ""q_value"": 0.0}]"
2025-09-25T12:41:04.844214,20250925_124056,2,TASK_20250925_124104_1619,feedback_update,feedback_👍,0.0,👍,0.5,0.0,,True,"{""feedback_for_state"": ""intent_toggle_audio""}","{""open_photo_viewer"": 0.15000000000000002}",
2025-09-25T12:43:24.085434,20250925_124222,0,TASK_20250925_124324_7355,open_notepad,clear_browser_data,1.0,,1.0,0.38,,True,"{""state"": ""intent_open_notepad"", ""context"": null}","{""clear_browser_data"": 0.05}","[{""action"": ""open_file_browser"", ""q_value"": 0.0}, {""action"": ""open_notepad"", ""q_value"": 0.0}]"
2025-09-25T12:43:58.292786,20250925_124222,0,TASK_20250925_124358_7763,open_browser,clear_browser_data,1.0,,1.0,0.38,,True,"{""state"": ""intent_open_browser"", ""context"": null}","{""clear_browser_data"": 0.05}","[{""action"": ""open_file_browser"", ""q_value"": 0.0}, {""action"": ""open_notepad"", ""q_value"": 0.0}]"
2025-09-25T12:44:38.726586,20250925_124222,0,TASK_20250925_124438_5029,open_calculator,fullscreen_mode,1.0,,1.0,0.38,,True,"{""state"": ""intent_open_calculator"", ""context"": null}","{""fullscreen_mode"": 0.05}","[{""action"": ""open_file_browser"", ""q_value"": 0.0}, {""action"": ""open_notepad"", ""q_value"": 0.0}]"
2025-09-25T12:45:03.286364,20250925_124222,0,TASK_20250925_124438_5029,feedback_update,feedback_👍,0.0,👍,0.5,0.38,,True,"{""feedback_for_state"": ""intent_open_calculator""}","{""fullscreen_mode"": 0.195}",
2025-09-25T12:45:18.947133,20250925_124222,0,TASK_20250925_124518_2748,mute_audio,open_settings,1.0,,1.0,0.0,,True,"{""state"": ""intent_mute_audio"", ""context"": null}",,"[{""action"": ""open_browser"", ""q_value"": 0.0}, {""action"": ""create_document"", ""q_value"": 0.0}]"
2025-09-25T12:45:33.307755,20250925_124222,0,TASK_20250925_124518_2748,feedback_update,feedback_👍,0.0,👍,0.5,0.0,,True,"{""feedback_for_state"": ""intent_mute_audio""}","{""open_settings"": 0.15000000000000002}",
2025-09-25T12:48:14.101429,20250925_124814,0,TEST_1_1,test_intent_1,test_action_1,0.10755633417156135,👎,-0.39244366582843865,0.6193104290788513,,True,,,
2025-09-25T12:48:14.108132,20250925_124814,0,TEST_1_2,test_intent_2,test_action_2,0.011593289655223826,👍,0.5115932896552238,0.5894123493424878,,True,,,
2025-09-25T12:48:14.111524,20250925_124814,0,TEST_1_3,test_intent_3,test_action_3,0.6396797979413702,👎,0.1396797979413702,0.631747267340763,,False,,,
2025-09-25T12:48:14.122428,20250925_124814,0,TEST_1_4,test_intent_4,test_action_4,0.6102353967161808,,0.6102353967161808,0.4991192635937553,,True,,,
2025-09-25T12:48:14.140334,20250925_124814,0,TEST_1_5,test_intent_5,test_action_5,0.15221805093723745,,0.15221805093723745,0.4979979981279611,,True,,,
2025-09-25T12:48:14.160933,20250925_124814,1,TEST_2_1,test_intent_1,test_action_1,0.494244025677072,👍,0.9942440256770719,1.0,,True,,,
2025-09-25T12:48:14.170462,20250925_124814,1,TEST_2_2,test_intent_2,test_action_2,0.4352654643361046,👍,0.9352654643361046,0.16932615486972052,,True,,,
2025-09-25T12:48:14.190482,20250925_124814,1,TEST_2_3,test_intent_3,test_action_3,1.1649581167516228,👍,1.6649581167516228,0.8708631315389621,,True,,,
2025-09-25T12:48:14.204615,20250925_124814,1,TEST_2_4,test_intent_4,test_action_4,0.21059518419390433,,0.21059518419390433,0.43520351393778,,True,,,
2025-09-25T12:48:14.207206,20250925_124814,1,TEST_2_5,test_intent_5,test_action_5,0.5418632971359699,👍,1.0418632971359698,0.4714916908235934,,True,,,
2025-09-25T12:48:14.227026,20250925_124814,2,TEST_3_1,test_intent_1,test_action_1,0.3523257192978359,👍,0.852325719297836,0.5633230243339963,,False,,,
2025-09-25T12:48:14.234972,20250925_124814,2,TEST_3_2,test_intent_2,test_action_2,0.4740831156621439,,0.4740831156621439,0.0,,False,,,
2025-09-25T12:48:14.242366,20250925_124814,2,TEST_3_3,test_intent_3,test_action_3,0.21377148061529005,,0.21377148061529005,0.8981008377945263,,True,,,
2025-09-25T12:48:14.248155,20250925_124814,2,TEST_3_4,test_intent_4,test_action_4,0.5438309197294684,👍,1.0438309197294684,0.5022535323973563,,True,,,
2025-09-25T12:48:14.254055,20250925_124814,2,TEST_3_5,test_intent_5,test_action_5,0.8513287788263464,👍,1.3513287788263464,0.4372499105517454,,True,,,
2025-09-25T12:48:14.262327,20250925_124814,3,TEST_4_1,test_intent_1,test_action_1,-0.05982660365711823,👎,-0.5598266036571182,0.6644344463693468,,False,,,
2025-09-25T12:48:14.270384,20250925_124814,3,TEST_4_2,test_intent_2,test_action_2,0.7538019630025825,👍,1.2538019630025825,0.8838268191111306,,True,,,
2025-09-25T12:48:14.277651,20250925_124814,3,TEST_4_3,test_intent_3,test_action_3,0.12372647327310171,,0.12372647327310171,0.6863368296549409,,True,,,
2025-09-25T12:48:14.284392,20250925_124814,3,TEST_4_4,test_intent_4,test_action_4,0.49374768809805636,👍,0.9937476880980564,0.7199903204566191,,True,,,
2025-09-25T12:48:14.289641,20250925_124814,3,TEST_4_5,test_intent_5,test_action_5,0.6480908144623032,👎,0.1480908144623032,0.533285083772627,,True,,,
2025-09-25T12:48:14.300334,20250925_124814,4,TEST_5_1,test_intent_1,test_action_1,0.7194111956291571,👍,1.2194111956291571,0.7157121578306428,,True,,,
2025-09-25T12:48:14.307606,20250925_124814,4,TEST_5_2,test_intent_2,test_action_2,0.4930835197881609,👍,0.9930835197881609,0.41610753615322904,,True,,,
2025-09-25T12:48:14.313638,20250925_124814,4,TEST_5_3,test_intent_3,test_action_3,0.43499584862063767,,0.43499584862063767,0.37501853178914923,,True,,,
2025-09-25T12:48:14.317667,20250925_124814,4,TEST_5_4,test_intent_4,test_action_4,0.6302355069656207,👍,1.1302355069656207,0.47114993857080434,,True,,,
2025-09-25T12:48:14.322646,20250925_124814,4,TEST_5_5,test_intent_5,test_action_5,0.47229318805547116,👍,0.9722931880554712,0.5422084981311782,,True,,,
2025-09-25T12:48:14.339850,20250925_124814,5,TEST_6_1,test_intent_1,test_action_1,0.4980704869826689,,0.4980704869826689,0.7300742129358648,,False,,,
2025-09-25T12:48:14.347522,20250925_124814,5,TEST_6_2,test_intent_2,test_action_2,0.8466986847103162,👎,0.3466986847103162,0.20511194928503473,,True,,,
2025-09-25T12:48:14.356609,20250925_124814,5,TEST_6_3,test_intent_3,test_action_3,0.6560214158200438,👍,1.1560214158200437,0.46617148704690564,,True,,,
2025-09-25T12:48:14.363587,20250925_124814,5,TEST_6_4,test_intent_4,test_action_4,0.933814914413598,👍,1.433814914413598,0.825631162667421,,True,,,
2025-09-25T12:48:14.371278,20250925_124814,5,TEST_6_5,test_intent_5,test_action_5,0.6063576427369295,👍,1.1063576427369295,0.290077285123889,,True,,,
2025-09-25T12:48:14.409507,20250925_124814,6,TEST_7_1,test_intent_1,test_action_1,-0.0024713261186382063,👍,0.4975286738813618,0.7770786383334833,,True,,,
2025-09-25T12:48:14.425354,20250925_124814,6,TEST_7_2,test_intent_2,test_action_2,0.0517865318542321,👍,0.5517865318542321,0.4634001881877488,,True,,,
2025-09-25T12:48:14.439755,20250925_124814,6,TEST_7_3,test_intent_3,test_action_3,0.3029656898345093,👎,-0.19703431016549072,0.7716615989565401,,True,,,
2025-09-25T12:48:14.450633,20250925_124814,6,TEST_7_4,test_intent_4,test_action_4,0.6514911565367315,,0.6514911565367315,0.3675052819642308,,True,,,
2025-09-25T12:48:14.481885,20250925_124814,6,TEST_7_5,test_intent_5,test_action_5,0.5952313341672876,,0.5952313341672876,0.5210576209831556,,True,,,
2025-09-25T12:48:14.494238,20250925_124814,7,TEST_8_1,test_intent_1,test_action_1,0.629514563372844,👍,1.1295145633728438,0.7064092529151369,,True,,,
2025-09-25T12:48:14.511579,20250925_124814,7,TEST_8_2,test_intent_2,test_action_2,0.33604657521412085,,0.33604657521412085,0.39235269805136297,,False,,,
2025-09-25T12:48:14.520078,20250925_124814,7,TEST_8_3,test_intent_3,test_action_3,0.5308425998350479,👍,1.030842599835048,0.536116599922642,,True,,,
2025-09-25T12:48:14.531369,20250925_124814,7,TEST_8_4,test_intent_4,test_action_4,0.3783087019266884,👍,0.8783087019266884,0.8402850215402331,,False,,,
2025-09-25T12:48:14.540168,20250925_124814,7,TEST_8_5,test_intent_5,test_action_5,0.09704355947660886,👎,-0.40295644052339114,0.8089511703287418,,False,,,
2025-09-25T12:48:14.549974,20250925_124814,8,TEST_9_1,test_intent_1,test_action_1,0.1771659941522058,👍,0.6771659941522058,0.5407367655601176,,True,,,
2025-09-25T12:48:14.560574,20250925_124814,8,TEST_9_2,test_intent_2,test_action_2,0.2895888927186666,👍,0.7895888927186666,0.3796022516534872,,True,,,
2025-09-25T12:48:14.570356,20250925_124814,8,TEST_9_3,test_intent_3,test_action_3,0.3190687808504129,👎,-0.1809312191495871,0.7767600307493658,,True,,,
2025-09-25T12:48:14.574766,20250925_124814,8,TEST_9_4,test_intent_4,test_action_4,0.14986785218120025,,0.14986785218120025,0.6887605345776557,,False,,,
2025-09-25T12:48:14.583691,20250925_124814,8,TEST_9_5,test_intent_5,test_action_5,0.8752275411417219,👍,1.3752275411417219,0.5738607678961606,,True,,,
2025-09-25T12:48:14.599662,20250925_124814,9,TEST_10_1,test_intent_1,test_action_1,0.7654223254616265,👎,0.2654223254616265,0.14322379901976867,,True,,,
2025-09-25T12:48:14.603205,20250925_124814,9,TEST_10_2,test_intent_2,test_action_2,-0.09703177260327489,👍,0.4029682273967251,0.7092664800531284,,True,,,
2025-09-25T12:48:14.613992,20250925_124814,9,TEST_10_3,test_intent_3,test_action_3,-0.02073532368185005,👍,0.47926467631814995,0.6311824950368764,,True,,,
2025-09-25T12:48:14.624166,20250925_124814,9,TEST_10_4,test_intent_4,test_action_4,0.7132733507236612,,0.7132733507236612,0.8729188883603642,,False,,,
2025-09-25T12:48:14.627094,20250925_124814,9,TEST_10_5,test_intent_5,test_action_5,0.1610380152309141,👍,0.6610380152309141,0.46524102048114024,,True,,,
2025-09-25T12:57:26.103501,20250925_125710,0,TASK_20250925_125726_7327,open_notepad,clear_browser_data,1.0,,1.0,0.38,,True,"{""state"": ""intent_open_notepad"", ""context"": null}","{""clear_browser_data"": 0.05}","[{""action"": ""open_file_browser"", ""q_value"": 0.0}, {""action"": ""open_notepad"", ""q_value"": 0.0}]"
2025-09-25T12:58:21.764909,20250925_125710,0,TASK_20250925_125726_7327,feedback_update,feedback_👎,0.0,👎,-0.5,0.38,open_notepad,True,"{""feedback_for_state"": ""intent_open_notepad""}","{""clear_browser_data"": 0.095, ""open_notepad"": 0.1}",
2025-09-25T12:58:27.985410,20250925_125710,0,TASK_20250925_125827_6178,open_notepad,check_privacy_settings,1.0,,1.0,0.0,,True,"{""state"": ""intent_open_notepad"", ""context"": null}","{""clear_browser_data"": 0.095, ""open_notepad"": 0.1}","[{""action"": ""open_notepad"", ""q_value"": 0.1}, {""action"": ""clear_browser_data"", ""q_value"": 0.095}]"
2025-09-25T13:00:53.322574,20250925_130053,0,TASK_20250925_130053_1893,unknown_action,open_music_player,1.0,,1.0,0.38,,True,"{""state"": ""intent_unknown_action"", ""context"": null}","{""open_music_player"": 0.05}","[{""action"": ""open_file_browser"", ""q_value"": 0.0}, {""action"": ""open_notepad"", ""q_value"": 0.0}]"
2025-09-25T13:01:18.789704,20250925_125710,0,TASK_20250925_125827_6178,feedback_update,feedback_👎,0.0,👎,-0.5,0.0,open_documents_folder,True,"{""feedback_for_state"": ""intent_open_notepad""}","{""clear_browser_data"": 0.095, ""open_notepad"": 0.1, ""check_privacy_settings"": 0.05, ""open_documents_folder"": 0.1}",
2025-09-25T13:01:23.002475,20250925_125710,0,TASK_20250925_130122_1597,open_notepad,open_notepad,1.0,,1.0,0.73,,True,"{""state"": ""intent_open_notepad"", ""context"": null}","{""clear_browser_data"": 0.095, ""open_notepad"": 0.1, ""check_privacy_settings"": 0.05, ""open_documents_folder"": 0.1}","[{""action"": ""open_documents_folder"", ""q_value"": 0.1}, {""action"": ""clear_browser_data"", ""q_value"": 0.095}]"
2025-09-25T13:01:36.925910,20250925_125710,0,TASK_20250925_130122_1597,feedback_update,feedback_👍,0.0,👍,0.5,0.73,,True,"{""feedback_for_state"": ""intent_open_notepad""}","{""clear_browser_data"": 0.095, ""open_notepad"": 0.24, ""check_privacy_settings"": 0.05, ""open_documents_folder"": 0.1}",
2025-09-25T13:01:51.003736,20250925_125710,0,TASK_20250925_130151_4083,clear_browser_data,snap_window_right,1.0,,1.0,0.0,,True,"{""state"": ""intent_clear_browser_data"", ""context"": null}",,"[{""action"": ""open_calendar"", ""q_value"": 0.0}, {""action"": ""snap_window_left"", ""q_value"": 0.0}]"
2025-09-25T13:02:03.581086,20250925_125710,0,TASK_20250925_130151_4083,feedback_update,feedback_👎,0.0,👎,-0.5,0.0,clear_browser_data,True,"{""feedback_for_state"": ""intent_clear_browser_data""}","{""snap_window_right"": 0.05, ""clear_browser_data"": 0.1}",
2025-09-25T13:02:08.851985,20250925_125710,0,TASK_20250925_130208_8798,clear_browser_data,clear_browser_data,1.0,,1.0,0.73,,True,"{""state"": ""intent_clear_browser_data"", ""context"": null}","{""snap_window_right"": 0.05, ""clear_browser_data"": 0.1}","[{""action"": ""snap_window_right"", ""q_value"": 0.05}, {""action"": ""open_file_browser"", ""q_value"": 0.0}]"
2025-09-25T13:02:17.528461,20250925_125710,0,TASK_20250925_130208_8798,feedback_update,feedback_👍,0.0,👍,0.5,0.73,,True,"{""feedback_for_state"": ""intent_clear_browser_data""}","{""snap_window_right"": 0.05, ""clear_browser_data"": 0.24}",
2025-09-25T13:05:02.292252,20250925_130446,0,TASK_20250925_130502_5096,open_notepad,clear_browser_data,1.0,,1.0,0.38,,True,"{""state"": ""intent_open_notepad"", ""context"": null}","{""clear_browser_data"": 0.05}","[{""action"": ""open_file_browser"", ""q_value"": 0.0}, {""action"": ""open_notepad"", ""q_value"": 0.0}]"
2025-09-25T13:05:31.668515,20250925_130446,0,TASK_20250925_130502_5096,feedback_update,feedback_👎,0.0,👎,-0.5,0.38,start_timer,True,"{""feedback_for_state"": ""intent_open_notepad""}","{""clear_browser_data"": 0.095, ""start_timer"": 0.1}",
2025-09-25T13:06:29.048938,20250925_130446,0,TASK_20250925_130629_1735,open_terminal,check_network_status,1.5,,1.5,0.0,,True,"{""state"": ""intent_open_terminal"", ""context"": null}",,"[{""action"": ""check_privacy_settings"", ""q_value"": 0.0}, {""action"": ""switch_window"", ""q_value"": 0.0}]"
2025-09-25T13:06:41.452690,20250925_130446,0,TASK_20250925_130629_1735,feedback_update,feedback_👍,0.0,👍,0.5,0.0,,True,"{""feedback_for_state"": ""intent_open_terminal""}","{""check_network_status"": 0.2}",
2025-09-25T15:24:20.940373,20250925_152410,0,TASK_20250925_152420_4356,open_notepad,clear_browser_data,1.0,,1.0,0.38,,True,"{""state"": ""intent_open_notepad"", ""context"": null}","{""clear_browser_data"": 0.05}","[{""action"": ""open_file_browser"", ""q_value"": 0.0}, {""action"": ""open_notepad"", ""q_value"": 0.0}]"
2025-09-25T15:24:40.319006,20250925_152410,0,TASK_20250925_152420_4356,feedback_update,feedback_👎,0.0,👎,-0.5,0.38,open_notepad,True,"{""feedback_for_state"": ""intent_open_notepad""}","{""clear_browser_data"": 0.095, ""open_notepad"": 0.1}",
2025-09-25T15:24:45.175620,20250925_152410,0,TASK_20250925_152444_4947,open_notepad,open_notepad,1.0,,1.0,0.73,,True,"{""state"": ""intent_open_notepad"", ""context"": null}","{""clear_browser_data"": 0.095, ""open_notepad"": 0.1}","[{""action"": ""clear_browser_data"", ""q_value"": 0.095}, {""action"": ""open_file_browser"", ""q_value"": 0.0}]"
2025-09-25T15:24:53.723845,20250925_152410,0,TASK_20250925_152444_4947,feedback_update,feedback_👍,0.0,👍,0.5,0.73,,True,"{""feedback_for_state"": ""intent_open_notepad""}","{""clear_browser_data"": 0.095, ""open_notepad"": 0.24}",
